serial,sex,race,labforce,empstat,statefip,year
5293,1,100,1,32,6,2021
5293,2,100,2,10,6,2021
5293,1,100,2,10,6,2021
5294,1,100,2,10,6,2021
5294,2,100,1,34,6,2021
5294,2,100,0,0,6,2021
5294,2,100,0,0,6,2021
5295,1,100,2,10,6,2021
5295,2,100,1,34,6,2021
5296,1,100,0,1,6,2021
5296,2,100,2,10,6,2021
5296,2,100,2,10,6,2021
5297,1,100,1,36,6,2021
5297,2,100,2,10,6,2021
5297,1,100,2,10,6,2021
5297,2,100,0,0,6,2021
5297,2,100,0,0,6,2021
5297,2,100,2,12,6,2021
5298,1,100,2,10,6,2021
5298,2,100,1,34,6,2021
5299,1,100,2,10,6,2021
5300,1,100,2,10,6,2021
5300,1,100,2,10,6,2021
5302,2,100,2,10,6,2021
5302,2,100,1,32,6,2021
5304,2,100,2,10,6,2021
5304,1,100,1,32,6,2021
5304,2,100,0,0,6,2021
5304,1,100,1,34,6,2021
5304,2,100,1,34,6,2021
5305,1,651,2,10,6,2021
5305,2,651,2,10,6,2021
5306,1,100,2,10,6,2021
5306,2,651,1,34,6,2021
5306,2,651,1,36,6,2021
5307,2,651,1,34,6,2021
5307,1,651,1,32,6,2021
5308,2,100,2,10,6,2021
5308,2,100,1,36,6,2021
5309,2,100,1,34,6,2021
5309,1,100,2,10,6,2021
5309,1,100,0,0,6,2021
5309,2,100,0,0,6,2021
5309,2,100,2,10,6,2021
5311,1,100,1,36,6,2021
5311,2,100,2,10,6,2021
5312,2,100,1,36,6,2021
5314,2,100,1,34,6,2021
5314,1,100,2,10,6,2021
5314,2,100,0,0,6,2021
5314,2,100,0,0,6,2021
5315,1,651,2,10,6,2021
5316,2,100,1,36,6,2021
5317,1,100,1,36,6,2021
5318,1,200,1,36,6,2021
5318,2,200,1,36,6,2021
5318,1,200,2,10,6,2021
5319,1,802,1,36,6,2021
5320,2,802,2,10,6,2021
5320,1,100,2,10,6,2021
5320,1,802,1,34,6,2021
5320,1,802,2,10,6,2021
5320,1,802,2,10,6,2021
5321,1,100,2,10,6,2021
5321,2,100,1,34,6,2021
5321,2,100,0,0,6,2021
5321,1,100,0,0,6,2021
5322,2,651,2,10,6,2021
5323,2,100,1,36,6,2021
5323,1,100,2,10,6,2021
5323,1,100,2,10,6,2021
5324,1,100,2,10,6,2021
5324,2,100,1,34,6,2021
5324,2,100,2,10,6,2021
5325,2,200,2,10,6,2021
5326,2,100,2,10,6,2021
5326,2,100,1,34,6,2021
5327,2,200,1,36,6,2021
5327,2,200,2,21,6,2021
5327,1,200,1,34,6,2021
5329,2,300,1,34,6,2021
5329,2,300,2,22,6,2021
5330,1,651,1,34,6,2021
5330,2,651,1,34,6,2021
5330,1,651,1,34,6,2021
5331,1,100,2,10,6,2021
5331,2,100,2,10,6,2021
5331,1,100,0,0,6,2021
5331,1,100,0,0,6,2021
5333,2,100,2,10,6,2021
5333,1,100,2,22,6,2021
5334,1,100,2,10,6,2021
5334,2,100,2,10,6,2021
5334,2,100,0,0,6,2021
5334,1,100,0,0,6,2021
5334,1,100,0,0,6,2021
5336,1,200,1,36,6,2021
5336,2,200,2,10,6,2021
5337,2,100,2,10,6,2021
5337,1,100,2,10,6,2021
5338,1,100,2,10,6,2021
5338,2,100,2,12,6,2021
5338,2,100,0,0,6,2021
5339,2,200,2,21,6,2021
5339,2,200,1,36,6,2021
5340,1,651,2,10,6,2021
5340,2,651,2,10,6,2021
5340,2,651,0,0,6,2021
5340,1,651,1,34,6,2021
5341,2,100,1,36,6,2021
5341,2,100,2,10,6,2021
5341,2,100,1,36,6,2021
5342,1,100,2,10,6,2021
5342,2,100,2,10,6,2021
5343,1,100,2,10,6,2021
5343,2,651,2,10,6,2021
5343,1,803,2,10,6,2021
5344,1,651,2,10,6,2021
5344,2,651,1,34,6,2021
5350,1,100,1,36,6,2021
5350,2,100,1,36,6,2021
5351,2,100,2,10,6,2021
5352,1,651,2,10,6,2021
5352,2,651,2,10,6,2021
5352,1,651,2,10,6,2021
5353,1,651,1,32,6,2021
5353,2,651,1,36,6,2021
5354,2,100,1,36,6,2021
5355,1,100,2,10,6,2021
5355,2,100,2,10,6,2021
5357,2,100,2,10,6,2021
5360,2,651,1,34,6,2021
5360,1,651,1,34,6,2021
5362,1,100,2,10,6,2021
5362,2,100,2,10,6,2021
5362,1,100,0,0,6,2021
5362,2,100,1,34,6,2021
5362,2,100,2,10,6,2021
5362,1,100,1,36,6,2021
5362,1,100,1,32,6,2021
5364,2,100,2,10,6,2021
5366,2,200,1,34,6,2021
5366,1,200,2,10,6,2021
5367,1,100,2,10,6,2021
5368,2,100,1,36,6,2021
5368,1,100,1,36,6,2021
5370,2,100,1,34,6,2021
5370,1,652,2,10,6,2021
5370,1,804,0,0,6,2021
5370,1,804,0,0,6,2021
5371,1,100,2,10,6,2021
5372,1,651,2,10,6,2021
5372,2,651,1,34,6,2021
5372,1,651,1,34,6,2021
5372,1,651,2,10,6,2021
5373,1,200,1,36,6,2021
5373,2,200,1,36,6,2021
5374,1,100,2,10,6,2021
5374,2,100,1,34,6,2021
5374,1,100,0,0,6,2021
5375,1,100,2,21,6,2021
5375,2,100,1,34,6,2021
5375,1,100,1,34,6,2021
5376,1,200,1,36,6,2021
5377,2,100,2,10,6,2021
5377,1,100,2,10,6,2021
5379,1,200,1,32,6,2021
5380,2,200,2,10,6,2021
5380,2,200,2,10,6,2021
5380,2,200,2,10,6,2021
5382,1,200,2,10,6,2021
5384,1,100,1,36,6,2021
5389,1,100,1,34,6,2021
5391,2,100,1,34,6,2021
5391,1,100,2,10,6,2021
5391,1,100,2,10,6,2021
5391,1,100,2,21,6,2021
5391,2,100,2,10,6,2021
5391,2,100,2,10,6,2021
5391,2,100,2,21,6,2021
5391,2,100,2,21,6,2021
5392,1,651,2,10,6,2021
5392,2,651,1,36,6,2021
5392,1,651,0,0,6,2021
5392,2,651,0,0,6,2021
5392,1,651,2,10,6,2021
5392,2,651,2,10,6,2021
5393,2,100,1,36,6,2021
5394,2,100,2,10,6,2021
5394,1,100,2,10,6,2021
5394,2,100,0,0,6,2021
5394,1,100,0,0,6,2021
5396,1,651,2,10,6,2021
5396,2,651,2,10,6,2021
5397,2,100,2,10,6,2021
5397,2,100,1,34,6,2021
5397,1,100,1,34,6,2021
5398,1,100,2,10,6,2021
5398,2,100,2,10,6,2021
5399,1,100,2,12,6,2021
5399,2,100,1,32,6,2021
5399,2,100,1,34,6,2021
5399,1,100,0,0,6,2021
5399,1,100,0,0,6,2021
5399,2,100,0,0,6,2021
5399,1,100,2,21,6,2021
5401,2,100,2,10,6,2021
5401,1,100,2,10,6,2021
5403,1,100,1,36,6,2021
5403,2,100,1,36,6,2021
5404,1,100,2,10,6,2021
5404,2,100,1,34,6,2021
5404,1,100,0,0,6,2021
5404,2,100,0,0,6,2021
5406,2,100,2,10,6,2021
5407,2,100,2,10,6,2021
5408,1,100,2,10,6,2021
5408,2,100,1,34,6,2021
5409,1,100,2,10,6,2021
5409,2,100,2,10,6,2021
5409,2,100,2,10,6,2021
5409,1,100,2,10,6,2021
5410,1,100,2,10,6,2021
5410,2,100,2,10,6,2021
5411,1,100,2,21,6,2021
5411,2,100,2,10,6,2021
5415,1,651,1,36,6,2021
5419,1,100,2,10,6,2021
5419,2,100,2,10,6,2021
5419,2,100,1,34,6,2021
5420,2,100,1,36,6,2021
5421,2,100,2,10,6,2021
5421,1,100,2,10,6,2021
5422,2,651,2,10,6,2021
5422,1,651,1,34,6,2021
5423,2,300,2,10,6,2021
5424,1,100,2,10,6,2021
5424,2,100,2,10,6,2021
5424,1,100,2,10,6,2021
5424,2,100,0,0,6,2021
5424,1,100,0,0,6,2021
5424,2,100,1,34,6,2021
5426,1,100,2,10,6,2021
5426,2,100,2,10,6,2021
5428,2,100,2,10,6,2021
5428,1,200,2,10,6,2021
5430,2,651,2,10,6,2021
5430,1,651,2,10,6,2021
5430,1,651,1,34,6,2021
5431,2,100,1,34,6,2021
5431,1,100,2,10,6,2021
5431,2,100,0,0,6,2021
5432,2,100,1,36,6,2021
5432,2,100,2,21,6,2021
5434,1,100,1,36,6,2021
5435,2,200,1,32,6,2021
5436,2,100,2,10,6,2021
5436,1,100,2,10,6,2021
5437,1,651,2,10,6,2021
5437,2,651,1,34,6,2021
5437,2,651,0,0,6,2021
5437,2,651,0,0,6,2021
5438,2,100,2,10,6,2021
5440,2,100,2,21,6,2021
5441,2,651,1,36,6,2021
5443,1,100,2,21,6,2021
5443,2,100,1,34,6,2021
5443,2,100,0,0,6,2021
5443,2,100,0,0,6,2021
5443,2,100,1,34,6,2021
5444,2,100,1,34,6,2021
5444,1,100,2,10,6,2021
5447,2,100,1,36,6,2021
5449,1,100,2,10,6,2021
5449,2,100,2,10,6,2021
5450,2,100,1,32,6,2021
5451,1,100,2,10,6,2021
5451,1,100,2,10,6,2021
5451,2,100,2,10,6,2021
5451,1,100,1,34,6,2021
5452,1,200,1,32,6,2021
5454,1,100,2,10,6,2021
5454,2,100,1,36,6,2021
5454,1,100,2,10,6,2021
5455,1,100,2,10,6,2021
5455,2,100,2,10,6,2021
5455,2,100,0,0,6,2021
5455,2,100,1,34,6,2021
5456,1,652,2,10,6,2021
5456,2,652,2,10,6,2021
5456,1,652,0,0,6,2021
5456,1,652,1,34,6,2021
5457,1,100,2,10,6,2021
5457,2,100,2,10,6,2021
5457,1,100,2,10,6,2021
5460,2,651,2,10,6,2021
5460,1,651,2,10,6,2021
5460,1,651,0,0,6,2021
5460,1,651,0,0,6,2021
5460,2,651,2,10,6,2021
5461,2,100,1,32,6,2021
5461,1,100,1,36,6,2021
5462,1,100,2,10,6,2021
5462,2,100,1,34,6,2021
5462,1,100,0,0,6,2021
5462,1,100,0,0,6,2021
5462,1,100,0,0,6,2021
5463,2,100,2,10,6,2021
5463,1,100,2,10,6,2021
5463,1,100,0,0,6,2021
5465,2,100,2,10,6,2021
5465,1,100,2,10,6,2021
5465,2,100,0,0,6,2021
5465,1,100,0,0,6,2021
5465,2,100,2,10,6,2021
5465,2,100,0,0,6,2021
5465,2,100,0,0,6,2021
5466,1,100,2,10,6,2021
5466,2,100,2,10,6,2021
5467,2,100,1,32,6,2021
5470,2,200,1,36,6,2021
5471,1,100,2,10,6,2021
5471,1,100,0,0,6,2021
5471,2,100,0,0,6,2021
5472,2,100,2,10,6,2021
5473,2,100,1,32,6,2021
5473,1,100,1,34,6,2021
5474,2,651,2,10,6,2021
5474,1,651,2,10,6,2021
5474,2,651,2,10,6,2021
5477,2,100,2,10,6,2021
5478,2,100,2,10,6,2021
5478,1,200,2,10,6,2021
5479,1,100,2,10,6,2021
5479,2,651,2,10,6,2021
5479,2,803,0,0,6,2021
5479,2,803,0,0,6,2021
5480,2,100,2,10,6,2021
5480,1,651,2,10,6,2021
5480,2,200,2,10,6,2021
5481,2,651,1,36,6,2021
5482,1,100,2,10,6,2021
5482,2,100,2,10,6,2021
5484,1,100,2,12,6,2021
5485,2,100,1,34,6,2021
5485,1,100,2,10,6,2021
5485,2,100,0,0,6,2021
5485,2,100,1,34,6,2021
5486,1,100,2,10,6,2021
5486,2,100,1,32,6,2021
5486,1,100,2,10,6,2021
5487,2,100,2,10,6,2021
5488,1,100,2,10,6,2021
5490,1,100,2,10,6,2021
5490,2,651,2,10,6,2021
5492,2,100,2,21,6,2021
5492,2,100,1,34,6,2021
5492,1,100,1,34,6,2021
5493,2,100,1,36,6,2021
5494,2,100,2,10,6,2021
5494,1,100,1,36,6,2021
5495,1,100,2,10,6,2021
5497,2,100,1,36,6,2021
5498,2,100,2,10,6,2021
5498,1,100,0,0,6,2021
5498,2,100,1,34,6,2021
5498,2,100,2,10,6,2021
5499,2,100,2,10,6,2021
5499,1,100,0,0,6,2021
5499,2,100,0,0,6,2021
5499,2,100,0,0,6,2021
5499,2,100,2,21,6,2021
5502,1,100,2,10,6,2021
5502,2,100,2,10,6,2021
5502,1,100,0,0,6,2021
5504,2,100,1,34,6,2021
5504,1,100,2,10,6,2021
5504,2,100,0,0,6,2021
5506,1,651,2,10,6,2021
5506,2,651,1,34,6,2021
5506,2,651,2,10,6,2021
5507,1,801,2,10,6,2021
5507,1,801,2,10,6,2021
5507,2,200,1,36,6,2021
5509,1,100,2,10,6,2021
5509,2,100,2,21,6,2021
5509,2,100,0,0,6,2021
5509,2,100,0,0,6,2021
5511,1,100,2,10,6,2021
5511,2,803,2,10,6,2021
5511,1,100,2,10,6,2021
5512,2,100,2,10,6,2021
5512,1,100,2,10,6,2021
5513,2,200,1,32,6,2021
5514,2,100,2,10,6,2021
5514,1,100,0,0,6,2021
5514,2,100,1,36,6,2021
5515,1,801,2,10,6,2021
5516,1,100,2,10,6,2021
5517,1,100,1,36,6,2021
5517,2,100,1,36,6,2021
5519,1,100,2,10,6,2021
5520,2,100,2,10,6,2021
5521,1,200,1,36,6,2021
5521,2,200,1,36,6,2021
5522,1,300,2,10,6,2021
5522,2,100,2,10,6,2021
5526,1,651,2,10,6,2021
5526,2,651,2,10,6,2021
5528,2,100,2,12,6,2021
5529,2,100,2,10,6,2021
5529,2,100,1,36,6,2021
5530,2,100,2,10,6,2021
5530,1,100,2,10,6,2021
5530,1,100,0,0,6,2021
5530,1,100,0,0,6,2021
5530,1,100,0,0,6,2021
5530,1,100,1,34,6,2021
5532,2,100,2,10,6,2021
5532,1,100,2,10,6,2021
5532,2,100,1,34,6,2021
5534,2,100,2,10,6,2021
5534,1,100,1,36,6,2021
5538,2,651,2,10,6,2021
5538,1,651,2,10,6,2021
5538,1,651,1,34,6,2021
5538,2,651,1,34,6,2021
5538,2,651,2,10,6,2021
5538,2,651,2,10,6,2021
5542,2,100,1,34,6,2021
5542,2,100,0,0,6,2021
5542,1,100,0,0,6,2021
5542,1,100,0,0,6,2021
5542,2,100,1,34,6,2021
5542,2,100,2,10,6,2021
5543,2,100,1,36,6,2021
5544,2,100,1,34,6,2021
5544,1,100,2,10,6,2021
5546,1,100,2,10,6,2021
5546,2,651,1,34,6,2021
5546,2,803,0,0,6,2021
5546,2,803,0,0,6,2021
5547,2,100,2,10,6,2021
5547,1,100,2,10,6,2021
5547,1,100,2,10,6,2021
5547,1,100,1,34,6,2021
5548,2,100,1,34,6,2021
5548,1,100,2,10,6,2021
5548,1,100,0,0,6,2021
5548,1,100,1,34,6,2021
5548,1,100,1,34,6,2021
5548,1,100,2,10,6,2021
5548,2,100,2,10,6,2021
5550,1,100,2,10,6,2021
5550,2,100,2,10,6,2021
5551,2,100,1,34,6,2021
5552,1,100,2,10,6,2021
5552,2,100,2,10,6,2021
5553,1,100,1,36,6,2021
5553,2,100,1,36,6,2021
5554,2,100,2,10,6,2021
5554,1,200,2,10,6,2021
5554,1,801,1,34,6,2021
5556,2,100,1,36,6,2021
5556,1,100,1,36,6,2021
5557,1,100,1,36,6,2021
5557,2,100,1,36,6,2021
5559,2,651,1,34,6,2021
5559,1,100,2,10,6,2021
5559,2,803,0,0,6,2021
5559,1,803,0,0,6,2021
5561,1,100,1,34,6,2021
5562,1,651,2,10,6,2021
5562,2,651,1,34,6,2021
5563,2,100,2,10,6,2021
5564,1,100,2,12,6,2021
5564,1,803,0,0,6,2021
5566,2,100,2,10,6,2021
5566,1,100,2,10,6,2021
5567,2,651,1,34,6,2021
5567,1,651,2,10,6,2021
5567,1,651,1,34,6,2021
5567,2,651,1,34,6,2021
5567,2,651,1,36,6,2021
5574,1,100,2,10,6,2021
5574,2,100,2,10,6,2021
5574,1,100,2,10,6,2021
5574,2,100,2,10,6,2021
5575,1,100,2,10,6,2021
5575,1,100,1,34,6,2021
5575,1,100,1,34,6,2021
5578,1,100,2,10,6,2021
5578,2,100,1,34,6,2021
5578,2,100,0,0,6,2021
5578,1,100,1,34,6,2021
5580,1,100,2,12,6,2021
5581,2,100,1,32,6,2021
5581,2,100,1,34,6,2021
5585,2,651,2,10,6,2021
5585,1,651,2,21,6,2021
5585,1,651,0,0,6,2021
5586,1,651,2,10,6,2021
5586,2,651,1,34,6,2021
5586,1,651,0,0,6,2021
5586,1,651,0,0,6,2021
5588,1,100,2,10,6,2021
5588,2,100,1,36,6,2021
5589,2,100,2,10,6,2021
5589,1,100,0,0,6,2021
5589,1,100,2,10,6,2021
5590,2,100,1,36,6,2021
5590,2,100,2,10,6,2021
5591,1,100,2,10,6,2021
5591,2,100,1,36,6,2021
5591,1,100,0,0,6,2021
5591,1,100,1,34,6,2021
5591,2,801,1,34,6,2021
5592,2,100,1,34,6,2021
5592,2,100,1,34,6,2021
5592,1,100,2,10,6,2021
5592,1,100,1,34,6,2021
5595,1,100,2,10,6,2021
5596,1,100,2,10,6,2021
5597,1,651,2,10,6,2021
5599,2,100,2,10,6,2021
5599,1,100,2,10,6,2021
5599,1,100,0,0,6,2021
5599,2,100,0,0,6,2021
5600,1,651,2,10,6,2021
5600,2,651,1,34,6,2021
5603,1,100,1,36,6,2021
5604,2,100,1,36,6,2021
5605,2,100,2,10,6,2021
5605,1,100,2,10,6,2021
5605,1,100,1,34,6,2021
5605,2,100,2,10,6,2021
5606,2,200,2,10,6,2021
5607,1,100,2,10,6,2021
5607,2,100,1,34,6,2021
5607,1,100,1,34,6,2021
5607,1,100,2,10,6,2021
5608,2,100,2,10,6,2021
5609,2,100,1,36,6,2021
5610,2,100,2,10,6,2021
5610,1,100,2,10,6,2021
5610,1,100,0,0,6,2021
5610,2,100,0,0,6,2021
5612,2,100,2,10,6,2021
5612,2,100,0,0,6,2021
5612,1,100,2,21,6,2021
5613,1,200,1,36,6,2021
5613,1,200,1,34,6,2021
5614,2,100,2,10,6,2021
5614,1,100,1,34,6,2021
5614,2,651,1,34,6,2021
5615,2,200,2,10,6,2021
5615,1,200,2,10,6,2021
5615,1,200,2,10,6,2021
5615,2,200,0,0,6,2021
5616,1,100,2,10,6,2021
5616,2,100,2,12,6,2021
5616,1,100,2,10,6,2021
5618,1,100,2,10,6,2021
5618,2,100,2,10,6,2021
5620,2,100,2,21,6,2021
5620,1,100,0,0,6,2021
5624,1,651,2,10,6,2021
5624,2,651,1,34,6,2021
5624,2,651,0,0,6,2021
5624,1,651,0,0,6,2021
5624,1,651,0,0,6,2021
5625,1,100,2,10,6,2021
5625,2,100,1,34,6,2021
5625,1,100,1,34,6,2021
5627,1,100,2,10,6,2021
5627,2,100,1,34,6,2021
5627,2,100,0,0,6,2021
5627,1,100,0,0,6,2021
5628,1,200,2,10,6,2021
5628,2,200,2,10,6,2021
5628,2,200,0,0,6,2021
5628,1,200,0,0,6,2021
5629,1,100,1,36,6,2021
5630,2,100,1,34,6,2021
5630,1,100,2,10,6,2021
5630,2,100,0,0,6,2021
5632,2,100,1,34,6,2021
5633,1,100,2,10,6,2021
5633,2,100,1,34,6,2021
5633,1,100,1,34,6,2021
5633,1,100,1,34,6,2021
5633,2,100,1,34,6,2021
5634,2,100,1,36,6,2021
5634,1,100,2,10,6,2021
5634,2,100,1,34,6,2021
5635,2,200,1,32,6,2021
5636,1,100,2,10,6,2021
5636,2,100,2,10,6,2021
5636,1,100,0,0,6,2021
5636,2,100,1,34,6,2021
5637,2,100,2,10,6,2021
5637,1,100,2,10,6,2021
5637,2,100,1,34,6,2021
5639,2,200,1,36,6,2021
5639,1,200,2,10,6,2021
5640,2,100,2,10,6,2021
5640,1,100,1,34,6,2021
5640,1,100,1,34,6,2021
5641,2,100,1,36,6,2021
5642,1,100,2,10,6,2021
5642,2,100,2,10,6,2021
5643,2,100,2,10,6,2021
5643,1,100,2,10,6,2021
5643,1,100,0,0,6,2021
5643,2,100,0,0,6,2021
5643,1,100,0,0,6,2021
5644,1,100,2,10,6,2021
5644,2,651,2,10,6,2021
5645,1,100,1,36,6,2021
5645,2,100,1,36,6,2021
5645,1,100,2,10,6,2021
5646,1,100,1,34,6,2021
5646,2,100,1,34,6,2021
5646,1,100,0,0,6,2021
5647,1,100,2,10,6,2021
5647,2,100,2,10,6,2021
5647,2,100,0,0,6,2021
5647,2,100,0,0,6,2021
5649,2,651,2,10,6,2021
5651,1,100,2,10,6,2021
5651,2,100,2,10,6,2021
5652,2,100,1,36,6,2021
5653,2,100,1,34,6,2021
5653,1,100,2,10,6,2021
5653,1,100,0,0,6,2021
5653,1,100,2,10,6,2021
5653,2,100,1,34,6,2021
5653,2,100,0,0,6,2021
5655,2,100,2,10,6,2021
5655,1,100,2,10,6,2021
5655,2,100,0,0,6,2021
5655,2,100,0,0,6,2021
5658,1,100,1,32,6,2021
5659,1,100,2,21,6,2021
5659,2,100,0,0,6,2021
5660,2,100,1,36,6,2021
5661,1,651,2,10,6,2021
5662,1,100,1,36,6,2021
5662,2,100,1,36,6,2021
5665,2,651,1,36,6,2021
5666,1,651,1,36,6,2021
5667,1,100,2,10,6,2021
5667,2,100,2,10,6,2021
5668,1,100,2,10,6,2021
5670,2,200,2,10,6,2021
5670,1,200,2,10,6,2021
5672,2,100,2,10,6,2021
5672,1,100,2,10,6,2021
5672,2,100,2,10,6,2021
5673,2,200,1,34,6,2021
5673,1,200,1,34,6,2021
5674,1,651,2,10,6,2021
5674,2,651,1,34,6,2021
5674,2,651,0,0,6,2021
5674,2,651,1,34,6,2021
5677,2,100,2,10,6,2021
5677,1,100,2,10,6,2021
5677,1,100,0,0,6,2021
5677,1,100,1,34,6,2021
5677,2,100,1,34,6,2021
5679,2,100,2,10,6,2021
5679,1,100,2,10,6,2021
5679,1,100,0,0,6,2021
5679,1,100,0,0,6,2021
5680,1,100,2,10,6,2021
5680,2,100,1,34,6,2021
5680,2,100,0,0,6,2021
5681,2,100,1,32,6,2021
5681,1,100,0,0,6,2021
5681,1,100,0,0,6,2021
5681,2,100,1,34,6,2021
5682,1,100,1,36,6,2021
5683,2,100,2,10,6,2021
5683,1,100,2,10,6,2021
5685,1,100,2,10,6,2021
5687,2,100,1,36,6,2021
5687,1,100,1,36,6,2021
5689,2,651,1,36,6,2021
5689,1,100,1,36,6,2021
5691,1,100,1,34,6,2021
5691,2,100,2,10,6,2021
5694,2,200,2,10,6,2021
5694,1,200,0,0,6,2021
5694,1,200,0,0,6,2021
5695,1,651,2,21,6,2021
5695,2,651,2,10,6,2021
5696,2,100,2,10,6,2021
5696,1,100,2,10,6,2021
5697,1,100,2,10,6,2021
5697,2,100,2,10,6,2021
5697,1,100,0,0,6,2021
5697,1,100,0,0,6,2021
5697,1,100,0,0,6,2021
5698,1,651,1,36,6,2021
5698,2,651,1,36,6,2021
5699,1,651,1,36,6,2021
5699,2,651,1,36,6,2021
5700,1,100,1,36,6,2021
5701,2,200,2,10,6,2021
5702,2,651,2,10,6,2021
5703,1,100,2,10,6,2021
5703,2,100,2,10,6,2021
5703,2,100,0,0,6,2021
5703,2,100,0,0,6,2021
5704,1,100,2,10,6,2021
5704,1,100,2,10,6,2021
5704,1,100,2,10,6,2021
5705,1,200,2,10,6,2021
5705,2,200,1,36,6,2021
5706,2,100,2,10,6,2021
5706,2,100,1,36,6,2021
5707,1,100,2,10,6,2021
5707,2,100,1,34,6,2021
5707,1,100,2,10,6,2021
5710,2,651,2,10,6,2021
5711,1,801,2,21,6,2021
5711,2,801,1,34,6,2021
5711,2,801,0,0,6,2021
5712,2,100,2,10,6,2021
5714,1,100,2,10,6,2021
5714,1,100,1,34,6,2021
5714,2,100,1,34,6,2021
5717,2,100,2,10,6,2021
5717,1,100,2,12,6,2021
5717,2,100,0,0,6,2021
5717,2,100,0,0,6,2021
5718,2,100,2,10,6,2021
5718,1,100,0,0,6,2021
5718,1,100,0,0,6,2021
5718,1,100,0,0,6,2021
5718,1,100,2,10,6,2021
5720,1,200,2,10,6,2021
5720,2,200,2,10,6,2021
5720,2,200,2,10,6,2021
5720,1,200,2,10,6,2021
5720,1,200,0,0,6,2021
5720,1,200,0,0,6,2021
5720,2,200,2,21,6,2021
5721,2,100,2,10,6,2021
5721,2,100,0,0,6,2021
5721,2,100,0,0,6,2021
5723,1,100,2,10,6,2021
5726,2,100,1,34,6,2021
5726,1,100,2,10,6,2021
5726,1,100,0,0,6,2021
5726,2,100,0,0,6,2021
5726,2,100,0,0,6,2021
5726,1,100,1,34,6,2021
5726,1,100,2,10,6,2021
5727,1,200,1,36,6,2021
5727,2,200,1,36,6,2021
5728,2,100,2,10,6,2021
5728,1,100,2,10,6,2021
5729,1,802,2,21,6,2021
5729,2,802,2,10,6,2021
5729,2,802,0,0,6,2021
5730,2,100,1,34,6,2021
5730,2,100,2,10,6,2021
5730,2,100,2,10,6,2021
5730,1,100,2,10,6,2021
5731,1,651,2,10,6,2021
5731,2,651,1,34,6,2021
5731,2,651,0,0,6,2021
5731,1,651,0,0,6,2021
5732,2,802,1,36,6,2021
5733,1,651,2,10,6,2021
5733,2,651,2,10,6,2021
5733,1,651,0,0,6,2021
5734,1,100,1,36,6,2021
5735,1,100,2,21,6,2021
5736,2,651,1,36,6,2021
5736,1,651,1,36,6,2021
5737,2,100,1,36,6,2021
5737,1,100,1,36,6,2021
5737,1,100,1,36,6,2021
5740,2,100,2,10,6,2021
5740,1,100,2,10,6,2021
5740,2,100,0,0,6,2021
5740,2,100,0,0,6,2021
5742,2,100,1,36,6,2021
5742,1,100,1,34,6,2021
5743,1,100,1,34,6,2021
5744,1,100,2,10,6,2021
5744,2,100,1,34,6,2021
5744,1,100,1,34,6,2021
5744,2,100,1,34,6,2021
5745,1,100,2,21,6,2021
5745,2,100,2,10,6,2021
5745,2,100,0,0,6,2021
5745,1,100,1,34,6,2021
5745,2,100,2,10,6,2021
5745,2,100,2,21,6,2021
5746,1,651,2,10,6,2021
5746,2,651,1,34,6,2021
5747,2,100,1,34,6,2021
5747,1,100,2,10,6,2021
5747,1,100,0,0,6,2021
5747,2,100,0,0,6,2021
5747,2,100,0,0,6,2021
5748,1,100,2,10,6,2021
5748,1,100,2,10,6,2021
5751,1,100,2,10,6,2021
5751,2,100,2,10,6,2021
5751,2,100,0,0,6,2021
5751,1,100,0,0,6,2021
5753,1,200,2,10,6,2021
5754,2,100,2,10,6,2021
5754,1,100,1,36,6,2021
5754,1,100,1,32,6,2021
5754,1,100,2,10,6,2021
5754,1,100,2,10,6,2021
5754,1,100,1,36,6,2021
5754,1,100,1,36,6,2021
5754,2,100,2,10,6,2021
5754,2,100,1,34,6,2021
5756,1,100,2,10,6,2021
5756,1,100,2,10,6,2021
5756,1,100,0,0,6,2021
5757,2,100,1,36,6,2021
5757,1,100,1,36,6,2021
5757,1,100,2,10,6,2021
5759,1,100,2,10,6,2021
5759,2,100,2,10,6,2021
5760,1,100,2,12,6,2021
5760,2,100,2,10,6,2021
5760,1,100,2,10,6,2021
5761,2,100,1,36,6,2021
5761,1,100,2,10,6,2021
5762,2,100,1,34,6,2021
5762,1,100,2,10,6,2021
5762,1,100,0,0,6,2021
5762,2,100,0,0,6,2021
5762,2,100,0,0,6,2021
5762,2,100,2,10,6,2021
5762,1,100,2,10,6,2021
5762,1,100,2,10,6,2021
5764,2,651,1,36,6,2021
5764,1,651,1,36,6,2021
5766,2,100,2,10,6,2021
5766,1,100,2,10,6,2021
5767,1,200,1,36,6,2021
5769,2,100,1,34,6,2021
5769,1,100,2,10,6,2021
5769,2,100,0,0,6,2021
5769,1,100,0,0,6,2021
5769,1,100,0,0,6,2021
5770,2,100,2,10,6,2021
5771,1,100,2,10,6,2021
5771,2,100,2,10,6,2021
5772,2,100,2,10,6,2021
5773,2,100,2,21,6,2021
5773,2,100,2,10,6,2021
5773,1,100,2,10,6,2021
5774,1,100,2,10,6,2021
5774,2,100,2,10,6,2021
5774,1,100,0,0,6,2021
5775,1,651,2,10,6,2021
5775,2,651,2,10,6,2021
5775,1,651,0,0,6,2021
5775,2,651,1,32,6,2021
5775,2,651,1,36,6,2021
5777,2,100,2,10,6,2021
5777,1,100,2,10,6,2021
