serial,sex,race,labforce,empstat,statefip,year
6268,2,100,1,34,6,2021
6268,1,100,2,10,6,2021
6268,1,100,0,0,6,2021
6268,1,100,1,34,6,2021
6268,1,100,1,34,6,2021
6270,2,100,2,10,6,2021
6270,1,100,2,10,6,2021
6270,1,100,0,0,6,2021
6270,2,100,0,0,6,2021
6270,1,100,2,10,6,2021
6270,1,100,2,10,6,2021
6271,1,100,1,32,6,2021
6271,2,300,0,0,6,2021
6271,1,300,2,10,6,2021
6271,2,300,1,34,6,2021
6272,2,100,2,10,6,2021
6272,1,300,2,10,6,2021
6272,2,802,0,0,6,2021
6272,1,802,0,0,6,2021
6273,2,100,1,36,6,2021
6275,2,100,2,10,6,2021
6275,1,100,2,10,6,2021
6276,2,100,2,10,6,2021
6276,1,100,2,10,6,2021
6277,2,100,1,36,6,2021
6278,1,651,1,36,6,2021
6278,2,651,1,36,6,2021
6279,2,100,2,10,6,2021
6279,1,100,1,36,6,2021
6281,1,100,2,10,6,2021
6281,2,100,2,10,6,2021
6282,2,100,2,10,6,2021
6284,2,200,2,10,6,2021
6284,1,200,1,34,6,2021
6285,2,651,1,36,6,2021
6286,1,100,1,36,6,2021
6286,2,100,1,36,6,2021
6288,2,100,2,10,6,2021
6288,1,100,0,0,6,2021
6288,1,100,0,0,6,2021
6290,1,100,2,10,6,2021
6290,1,100,2,21,6,2021
6291,2,300,2,10,6,2021
6291,1,300,2,10,6,2021
6291,2,300,0,0,6,2021
6291,2,300,0,0,6,2021
6291,1,300,2,10,6,2021
6291,2,300,1,36,6,2021
6291,1,300,1,34,6,2021
6291,1,300,2,10,6,2021
6293,2,100,2,10,6,2021
6293,2,100,1,34,6,2021
6293,2,100,0,0,6,2021
6293,2,100,0,0,6,2021
6293,1,100,0,0,6,2021
6293,1,100,0,0,6,2021
6294,1,100,2,10,6,2021
6296,2,100,2,10,6,2021
6296,1,100,2,10,6,2021
6296,2,100,0,0,6,2021
6296,2,100,0,0,6,2021
6297,1,100,2,10,6,2021
6297,2,100,2,10,6,2021
6298,1,300,1,36,6,2021
6299,1,100,1,36,6,2021
6299,2,100,1,36,6,2021
6300,2,100,2,10,6,2021
6300,2,100,0,0,6,2021
6300,2,100,2,10,6,2021
6301,2,100,2,21,6,2021
6302,2,100,2,10,6,2021
6302,1,100,2,10,6,2021
6302,1,100,0,0,6,2021
6302,1,100,0,0,6,2021
6304,2,100,2,10,6,2021
6304,2,200,2,10,6,2021
6305,2,200,2,21,6,2021
6306,1,100,2,10,6,2021
6306,2,100,2,10,6,2021
6306,1,100,2,10,6,2021
6307,1,100,2,10,6,2021
6307,2,100,2,10,6,2021
6310,1,200,2,10,6,2021
6310,1,200,2,10,6,2021
6310,2,200,2,10,6,2021
6311,2,100,2,10,6,2021
6311,1,100,2,10,6,2021
6313,2,100,2,10,6,2021
6313,1,100,1,36,6,2021
6315,1,100,1,32,6,2021
6315,1,100,0,0,6,2021
6316,1,651,2,10,6,2021
6317,1,100,2,10,6,2021
6318,2,100,1,32,6,2021
6319,1,100,2,10,6,2021
6319,2,100,2,21,6,2021
6320,1,100,1,36,6,2021
6321,2,100,2,10,6,2021
6321,1,200,2,10,6,2021
6322,2,100,2,10,6,2021
6322,2,100,1,36,6,2021
6322,1,100,1,32,6,2021
6323,1,651,2,10,6,2021
6323,2,651,2,10,6,2021
6323,1,651,0,0,6,2021
6323,1,651,0,0,6,2021
6323,1,651,1,34,6,2021
6324,2,651,2,10,6,2021
6324,1,651,2,10,6,2021
6324,2,651,0,0,6,2021
6324,1,651,0,0,6,2021
6325,2,100,2,10,6,2021
6325,1,100,2,10,6,2021
6326,1,100,2,10,6,2021
6326,2,100,1,34,6,2021
6326,2,100,1,34,6,2021
6328,1,100,2,10,6,2021
6328,2,100,1,34,6,2021
6328,2,100,0,0,6,2021
6328,1,100,0,0,6,2021
6328,2,100,0,0,6,2021
6329,2,100,2,10,6,2021
6329,1,100,2,10,6,2021
6331,2,100,2,10,6,2021
6331,2,100,1,36,6,2021
6334,2,100,2,10,6,2021
6334,1,100,2,10,6,2021
6334,2,100,0,0,6,2021
6334,2,100,0,0,6,2021
6334,2,100,0,0,6,2021
6335,1,100,1,36,6,2021
6336,2,100,2,10,6,2021
6336,1,100,2,10,6,2021
6337,2,100,1,32,6,2021
6337,1,100,2,10,6,2021
6338,2,100,2,10,6,2021
6338,1,100,2,10,6,2021
6338,1,100,0,0,6,2021
6338,2,100,0,0,6,2021
6339,2,100,2,10,6,2021
6339,1,100,1,34,6,2021
6340,1,100,2,10,6,2021
6340,1,100,0,0,6,2021
6340,2,100,1,34,6,2021
6340,1,100,2,10,6,2021
6341,2,100,2,10,6,2021
6341,2,100,2,10,6,2021
6343,2,100,2,10,6,2021
6344,1,100,2,10,6,2021
6344,2,100,2,10,6,2021
6344,1,100,1,34,6,2021
6344,1,100,2,10,6,2021
6346,2,651,1,34,6,2021
6346,1,651,2,10,6,2021
6346,1,651,1,36,6,2021
6346,1,651,0,0,6,2021
6346,1,651,0,0,6,2021
6346,2,651,0,0,6,2021
6346,1,651,2,10,6,2021
6346,2,651,2,10,6,2021
6346,1,651,2,10,6,2021
6346,2,651,2,10,6,2021
6346,2,651,2,10,6,2021
6346,2,651,1,36,6,2021
6346,1,651,2,10,6,2021
6348,1,100,1,36,6,2021
6348,2,100,2,10,6,2021
6353,2,100,2,10,6,2021
6353,1,100,2,10,6,2021
6353,1,100,2,10,6,2021
6353,2,100,1,34,6,2021
6354,2,100,2,10,6,2021
6356,2,651,2,10,6,2021
6356,1,651,2,10,6,2021
6356,2,651,1,36,6,2021
6357,1,651,1,34,6,2021
6357,1,651,1,36,6,2021
6357,1,651,1,36,6,2021
6358,1,100,2,10,6,2021
6358,2,100,2,10,6,2021
6358,1,100,1,36,6,2021
6358,1,100,2,21,6,2021
6360,2,100,2,10,6,2021
6361,1,651,1,34,6,2021
6362,2,200,1,34,6,2021
6363,1,300,2,10,6,2021
6363,2,300,1,34,6,2021
6363,1,300,0,0,6,2021
6363,2,300,0,0,6,2021
6363,1,300,0,0,6,2021
6363,2,300,1,34,6,2021
6364,2,100,2,10,6,2021
6364,1,100,2,10,6,2021
6366,1,100,1,32,6,2021
6366,2,100,2,22,6,2021
6366,2,100,0,0,6,2021
6366,2,100,0,0,6,2021
6369,2,100,1,34,6,2021
6369,1,100,0,0,6,2021
6369,2,100,0,0,6,2021
6369,1,100,2,10,6,2021
6369,2,100,2,10,6,2021
6371,1,100,1,36,6,2021
6371,2,100,2,10,6,2021
6372,2,651,2,10,6,2021
6375,1,100,1,36,6,2021
6375,2,100,1,36,6,2021
6376,2,100,2,21,6,2021
6377,1,100,2,10,6,2021
6377,2,100,1,36,6,2021
6378,1,200,1,32,6,2021
6379,2,100,1,34,6,2021
6379,1,100,2,10,6,2021
6379,2,100,0,0,6,2021
6379,2,100,0,0,6,2021
6379,1,100,2,12,6,2021
6379,1,100,0,0,6,2021
6379,2,100,1,34,6,2021
6379,1,100,1,34,6,2021
6380,2,651,2,10,6,2021
6380,1,651,2,10,6,2021
6381,2,100,1,36,6,2021
6381,1,100,1,36,6,2021
6382,1,651,2,10,6,2021
6382,2,651,2,10,6,2021
6384,1,100,1,36,6,2021
6384,2,100,1,36,6,2021
6384,1,100,2,10,6,2021
6384,1,100,1,32,6,2021
6385,2,100,1,36,6,2021
6386,2,100,2,10,6,2021
6386,1,100,2,10,6,2021
6389,1,100,2,10,6,2021
6389,2,100,2,21,6,2021
6389,2,100,1,34,6,2021
6392,2,100,1,32,6,2021
6393,1,200,2,10,6,2021
6393,2,100,2,10,6,2021
6393,2,200,2,10,6,2021
6394,1,651,2,10,6,2021
6394,2,651,2,10,6,2021
6396,1,100,2,10,6,2021
6396,2,100,2,10,6,2021
6396,1,100,2,10,6,2021
6398,2,100,2,10,6,2021
6399,1,100,1,36,6,2021
6400,2,651,2,10,6,2021
6400,1,806,1,34,6,2021
6400,2,806,2,10,6,2021
6401,1,100,2,10,6,2021
6401,2,100,1,34,6,2021
6401,1,100,0,0,6,2021
6401,1,100,0,0,6,2021
6402,1,100,2,10,6,2021
6402,2,100,2,21,6,2021
6402,1,100,0,0,6,2021
6402,2,100,1,34,6,2021
6402,1,100,2,10,6,2021
6402,1,100,1,34,6,2021
6403,2,100,2,10,6,2021
6404,2,200,2,10,6,2021
6404,1,200,2,12,6,2021
6404,2,200,2,10,6,2021
6404,2,200,0,0,6,2021
6404,1,200,0,0,6,2021
6404,2,200,1,34,6,2021
6405,1,100,2,10,6,2021
6406,2,200,1,34,6,2021
6406,1,200,1,34,6,2021
6406,1,200,0,0,6,2021
6406,1,200,0,0,6,2021
6406,1,200,0,0,6,2021
6406,1,200,1,34,6,2021
6407,2,100,2,10,6,2021
6408,2,100,2,10,6,2021
6408,1,100,2,10,6,2021
6408,2,100,0,0,6,2021
6408,2,100,0,0,6,2021
6408,2,100,0,0,6,2021
6409,2,803,2,10,6,2021
6409,1,651,2,10,6,2021
6409,2,651,2,10,6,2021
6410,2,651,1,36,6,2021
6411,2,100,2,10,6,2021
6411,1,100,2,10,6,2021
6411,1,100,0,0,6,2021
6412,1,200,1,36,6,2021
6414,2,300,2,10,6,2021
6415,1,651,2,10,6,2021
6415,2,651,1,34,6,2021
6415,1,651,1,34,6,2021
6415,2,651,2,10,6,2021
6416,1,651,2,10,6,2021
6416,2,651,1,34,6,2021
6418,2,100,2,10,6,2021
6418,2,100,1,34,6,2021
6418,1,100,2,10,6,2021
6418,1,100,0,0,6,2021
6418,1,100,0,0,6,2021
6418,2,100,0,0,6,2021
6419,1,100,1,36,6,2021
6419,2,100,1,36,6,2021
6420,1,100,2,10,6,2021
6420,2,100,2,10,6,2021
6424,2,100,2,21,6,2021
6424,1,100,2,10,6,2021
6424,2,100,2,10,6,2021
6424,2,100,0,0,6,2021
6425,2,100,2,10,6,2021
6428,2,100,2,10,6,2021
6428,1,100,2,10,6,2021
6429,2,100,1,34,6,2021
6429,1,100,2,10,6,2021
6429,2,100,0,0,6,2021
6429,2,100,0,0,6,2021
6429,1,100,0,0,6,2021
6430,2,100,2,10,6,2021
6431,1,100,2,10,6,2021
6431,2,100,2,10,6,2021
6431,2,100,0,0,6,2021
6431,2,100,0,0,6,2021
6432,2,100,2,10,6,2021
6432,2,100,1,34,6,2021
6433,1,100,1,36,6,2021
6433,2,100,1,36,6,2021
6435,1,100,1,36,6,2021
6435,2,100,1,34,6,2021
6435,1,100,1,34,6,2021
6435,2,100,1,34,6,2021
6436,1,651,1,36,6,2021
6436,2,651,1,36,6,2021
6437,1,100,1,36,6,2021
6437,2,100,2,10,6,2021
6438,1,100,1,36,6,2021
6438,2,100,1,36,6,2021
6439,1,200,1,32,6,2021
6441,2,200,2,10,6,2021
6443,1,651,2,10,6,2021
6443,2,651,1,36,6,2021
6443,1,651,1,34,6,2021
6443,2,651,2,10,6,2021
6444,1,100,2,10,6,2021
6444,2,100,2,10,6,2021
6444,2,100,0,0,6,2021
6444,1,100,0,0,6,2021
6444,2,100,0,0,6,2021
6444,2,100,1,34,6,2021
6446,2,100,2,10,6,2021
6446,2,100,2,10,6,2021
6446,2,100,0,0,6,2021
6450,2,100,1,32,6,2021
6452,2,100,1,36,6,2021
6453,1,100,1,32,6,2021
6456,2,100,1,36,6,2021
6458,2,100,1,36,6,2021
6458,2,100,2,10,6,2021
6459,1,100,2,10,6,2021
6459,1,651,2,10,6,2021
6460,2,651,1,36,6,2021
6461,1,651,2,10,6,2021
6462,1,100,2,10,6,2021
6462,2,651,2,10,6,2021
6464,2,652,1,34,6,2021
6464,1,100,1,34,6,2021
6464,2,652,0,0,6,2021
6464,2,652,0,0,6,2021
6470,1,651,2,21,6,2021
6470,1,651,1,34,6,2021
6471,2,100,2,10,6,2021
6471,2,100,2,10,6,2021
6472,2,100,2,10,6,2021
6472,1,100,1,32,6,2021
6476,2,100,2,10,6,2021
6476,1,100,1,34,6,2021
6477,1,651,2,10,6,2021
6477,2,651,2,10,6,2021
6477,2,651,1,34,6,2021
6478,1,651,2,10,6,2021
6478,2,651,2,10,6,2021
6478,2,651,2,10,6,2021
6479,1,100,2,10,6,2021
6479,2,100,2,10,6,2021
6480,1,651,2,10,6,2021
6480,2,651,1,34,6,2021
6480,1,651,0,0,6,2021
6481,1,100,2,10,6,2021
6481,2,100,1,34,6,2021
6481,1,100,0,0,6,2021
6481,2,100,0,0,6,2021
6482,2,100,2,10,6,2021
6483,1,100,2,10,6,2021
6484,2,100,1,36,6,2021
6485,1,100,2,10,6,2021
6485,2,100,2,10,6,2021
6485,1,100,0,0,6,2021
6491,2,100,2,10,6,2021
6491,1,100,2,10,6,2021
6491,1,100,1,34,6,2021
6491,1,100,2,10,6,2021
6492,2,100,1,36,6,2021
6492,1,100,2,10,6,2021
6492,1,100,2,10,6,2021
6493,1,100,1,36,6,2021
6493,2,100,1,36,6,2021
6494,1,100,2,21,6,2021
6494,2,100,2,10,6,2021
6495,2,100,1,34,6,2021
6495,1,100,2,10,6,2021
6495,1,100,0,0,6,2021
6495,2,100,0,0,6,2021
6495,1,100,1,34,6,2021
6496,1,200,1,36,6,2021
6497,2,100,1,36,6,2021
6498,2,100,1,36,6,2021
6498,2,100,2,10,6,2021
6499,2,200,2,10,6,2021
6499,1,200,0,0,6,2021
6500,2,100,1,36,6,2021
6500,1,100,1,36,6,2021
6501,1,100,1,36,6,2021
6502,1,100,1,36,6,2021
6503,2,100,1,34,6,2021
6503,1,100,2,10,6,2021
6503,1,100,1,34,6,2021
6504,2,300,1,36,6,2021
6505,1,651,2,10,6,2021
6505,2,652,1,34,6,2021
6505,2,651,0,0,6,2021
6505,1,651,0,0,6,2021
6506,2,100,2,10,6,2021
6506,1,100,2,10,6,2021
6506,1,100,1,34,6,2021
6506,2,100,2,10,6,2021
6507,2,651,1,34,6,2021
6507,1,651,2,10,6,2021
6507,2,651,0,0,6,2021
6508,2,100,2,21,6,2021
6508,2,100,1,34,6,2021
6508,1,100,1,34,6,2021
6510,1,100,2,10,6,2021
6510,1,100,0,0,6,2021
6510,1,100,0,0,6,2021
6512,2,100,1,36,6,2021
6512,1,100,2,10,6,2021
6513,2,100,2,10,6,2021
6517,2,100,1,32,6,2021
6518,1,651,2,10,6,2021
6518,2,651,2,10,6,2021
6519,1,100,2,10,6,2021
6519,2,100,1,34,6,2021
6519,2,100,2,10,6,2021
6519,2,100,2,10,6,2021
6519,1,100,1,34,6,2021
6519,2,100,2,22,6,2021
6520,1,651,2,10,6,2021
6520,2,651,1,34,6,2021
6520,1,651,0,0,6,2021
6521,2,100,2,10,6,2021
6521,1,100,2,10,6,2021
6521,2,100,2,10,6,2021
6522,2,100,2,10,6,2021
6522,1,100,1,36,6,2021
6523,2,100,2,10,6,2021
6523,1,100,2,10,6,2021
6527,1,651,2,10,6,2021
6529,1,100,2,10,6,2021
6529,1,803,1,34,6,2021
6529,1,803,2,10,6,2021
6530,1,100,1,34,6,2021
6530,2,100,1,34,6,2021
6531,2,100,1,36,6,2021
6532,1,100,2,10,6,2021
6532,2,100,2,21,6,2021
6532,1,100,0,0,6,2021
6533,2,100,1,36,6,2021
6533,2,100,1,36,6,2021
6534,2,100,1,36,6,2021
6534,1,100,1,36,6,2021
6535,2,100,2,10,6,2021
6537,1,100,1,36,6,2021
6537,2,100,1,36,6,2021
6539,2,100,2,21,6,2021
6540,1,100,2,12,6,2021
6540,2,100,2,12,6,2021
6541,2,100,1,36,6,2021
6541,1,100,2,10,6,2021
6541,2,100,1,34,6,2021
6541,1,100,2,10,6,2021
6542,1,100,2,10,6,2021
6542,2,100,2,10,6,2021
6544,1,100,1,36,6,2021
6544,2,100,1,34,6,2021
6544,2,100,1,34,6,2021
6545,1,651,1,36,6,2021
6547,1,100,2,10,6,2021
6547,2,100,2,10,6,2021
6547,2,100,2,10,6,2021
6548,2,651,2,10,6,2021
6550,1,100,2,10,6,2021
6550,2,100,1,34,6,2021
6550,1,100,2,10,6,2021
6550,1,100,1,34,6,2021
6550,2,100,2,10,6,2021
6550,1,100,0,0,6,2021
6552,1,651,2,10,6,2021
6552,1,651,2,10,6,2021
6553,1,651,2,10,6,2021
6554,2,100,2,10,6,2021
6554,1,100,2,10,6,2021
6556,2,100,2,10,6,2021
6556,2,100,1,34,6,2021
6556,1,100,2,10,6,2021
6556,1,100,1,34,6,2021
6558,1,100,2,10,6,2021
6558,1,100,2,10,6,2021
6558,2,100,2,10,6,2021
6560,2,651,2,10,6,2021
6561,1,100,2,10,6,2021
6561,2,100,1,34,6,2021
6562,1,651,2,10,6,2021
6562,2,651,2,10,6,2021
6562,2,651,1,34,6,2021
6562,2,651,2,10,6,2021
6564,1,100,1,32,6,2021
6565,1,100,2,10,6,2021
6565,2,100,2,10,6,2021
6565,1,100,0,0,6,2021
6565,1,100,0,0,6,2021
6566,1,651,2,10,6,2021
6567,1,100,2,12,6,2021
6567,2,100,2,12,6,2021
6570,2,200,2,10,6,2021
6570,2,200,1,36,6,2021
6570,2,200,2,10,6,2021
6573,1,651,2,10,6,2021
6573,2,651,0,0,6,2021
6573,1,651,1,34,6,2021
6573,1,651,1,34,6,2021
6576,2,100,1,36,6,2021
6577,1,100,2,10,6,2021
6577,2,100,2,10,6,2021
6577,2,100,0,0,6,2021
6577,1,100,1,34,6,2021
6578,1,200,2,10,6,2021
6578,2,200,2,10,6,2021
6578,2,200,0,0,6,2021
6578,2,200,1,34,6,2021
6578,2,200,1,34,6,2021
6581,2,100,2,10,6,2021
6583,2,100,1,36,6,2021
6583,1,100,1,36,6,2021
6586,2,100,1,36,6,2021
6586,1,100,2,10,6,2021
6587,1,100,1,36,6,2021
6588,1,651,1,36,6,2021
6589,1,100,1,36,6,2021
6589,2,100,2,12,6,2021
6591,1,100,2,10,6,2021
6591,2,100,1,34,6,2021
6592,1,100,2,10,6,2021
6592,2,100,2,10,6,2021
6593,2,100,2,10,6,2021
6593,2,100,2,10,6,2021
6595,2,100,2,10,6,2021
6595,1,100,2,10,6,2021
6595,1,100,1,34,6,2021
6595,2,100,1,34,6,2021
6596,1,100,2,10,6,2021
6596,2,100,2,10,6,2021
6596,1,100,0,0,6,2021
6596,1,100,1,34,6,2021
6596,2,100,2,21,6,2021
6597,2,200,2,10,6,2021
6597,1,200,2,10,6,2021
6600,2,651,2,10,6,2021
6601,1,651,2,10,6,2021
6601,2,651,1,34,6,2021
6601,2,651,1,34,6,2021
6606,2,100,2,21,6,2021
6606,2,100,2,10,6,2021
6609,2,651,1,36,6,2021
6612,2,100,2,21,6,2021
6612,1,100,0,0,6,2021
6612,1,100,2,21,6,2021
6614,1,100,2,10,6,2021
6614,2,200,2,10,6,2021
6614,1,100,2,10,6,2021
6615,2,100,2,10,6,2021
6615,1,100,2,10,6,2021
6615,1,100,0,0,6,2021
6615,2,100,0,0,6,2021
6616,1,100,2,10,6,2021
6616,2,100,1,36,6,2021
6617,2,100,1,32,6,2021
6619,1,100,2,10,6,2021
6619,1,100,2,10,6,2021
6620,1,100,1,36,6,2021
6620,2,100,1,36,6,2021
6622,1,100,2,10,6,2021
6622,1,100,2,10,6,2021
6622,2,200,0,1,6,2021
6625,1,100,2,10,6,2021
6626,1,100,1,36,6,2021
6626,2,100,1,36,6,2021
6627,2,651,2,10,6,2021
6627,1,651,2,10,6,2021
6628,1,651,2,10,6,2021
6628,2,651,1,34,6,2021
6628,1,651,0,0,6,2021
6629,1,100,1,34,6,2021
6629,2,100,2,10,6,2021
6629,2,100,1,34,6,2021
6629,2,100,1,34,6,2021
6631,2,100,1,36,6,2021
6634,2,100,2,10,6,2021
6635,1,803,1,36,6,2021
6637,1,651,2,10,6,2021
6637,2,651,2,10,6,2021
6638,1,802,1,32,6,2021
6638,2,802,2,10,6,2021
6638,1,802,1,32,6,2021
6638,2,802,2,10,6,2021
6638,1,802,0,0,6,2021
6638,2,802,1,34,6,2021
6639,1,100,1,36,6,2021
6640,2,100,2,10,6,2021
6643,2,100,1,36,6,2021
6643,1,100,1,36,6,2021
6643,2,100,2,10,6,2021
6644,1,100,1,36,6,2021
6644,2,100,1,36,6,2021
6647,1,100,2,10,6,2021
6648,2,100,1,36,6,2021
6650,2,200,1,36,6,2021
6650,1,200,2,10,6,2021
6651,1,651,2,12,6,2021
6651,2,651,2,10,6,2021
6652,1,651,1,32,6,2021
6652,2,651,2,10,6,2021
6653,2,100,2,10,6,2021
6653,1,100,2,10,6,2021
6653,1,100,0,0,6,2021
6653,1,100,1,34,6,2021
6653,2,100,1,34,6,2021
6653,2,100,1,34,6,2021
6654,2,651,1,36,6,2021
6655,1,100,2,10,6,2021
6655,2,100,2,10,6,2021
6655,2,100,2,10,6,2021
6656,2,100,2,10,6,2021
6656,1,100,2,10,6,2021
6657,1,200,2,10,6,2021
6657,1,200,0,0,6,2021
6658,2,100,1,34,6,2021
6658,1,100,2,10,6,2021
6658,1,100,1,34,6,2021
6659,1,100,2,10,6,2021
6659,2,100,2,10,6,2021
6659,1,100,0,0,6,2021
6660,1,100,2,10,6,2021
6660,2,100,2,10,6,2021
6660,2,100,0,0,6,2021
6660,2,100,0,0,6,2021
6661,1,100,1,32,6,2021
6661,2,100,1,34,6,2021
6663,1,651,1,34,6,2021
6663,2,651,1,34,6,2021
6663,1,651,1,34,6,2021
6663,2,651,0,0,6,2021
6664,1,100,1,36,6,2021
6664,2,100,1,36,6,2021
6665,1,100,1,36,6,2021
6666,2,100,2,10,6,2021
6666,1,100,2,10,6,2021
6667,1,803,2,10,6,2021
6667,1,100,2,10,6,2021
6667,1,803,2,10,6,2021
6668,2,100,2,21,6,2021
6669,1,100,1,36,6,2021
6670,2,100,2,10,6,2021
6670,1,100,0,0,6,2021
6671,2,100,2,10,6,2021
6671,1,100,2,10,6,2021
6671,2,100,1,34,6,2021
6671,2,100,2,10,6,2021
6672,1,100,2,10,6,2021
6672,2,100,1,34,6,2021
6672,1,100,2,10,6,2021
6672,2,100,2,10,6,2021
6672,1,100,2,10,6,2021
6673,2,651,2,10,6,2021
6673,1,651,2,10,6,2021
6673,1,651,0,0,6,2021
6674,2,100,1,34,6,2021
6674,1,100,2,10,6,2021
6674,2,100,0,0,6,2021
6674,2,100,0,0,6,2021
6674,2,100,1,34,6,2021
6675,2,100,1,34,6,2021
6675,2,100,1,32,6,2021
6675,2,100,1,34,6,2021
6676,2,651,1,36,6,2021
6676,1,651,2,10,6,2021
6678,1,100,2,10,6,2021
6678,2,100,2,10,6,2021
6678,1,100,0,0,6,2021
6678,2,100,1,34,6,2021
6679,2,100,1,36,6,2021
6679,1,100,1,36,6,2021
6681,1,200,2,10,6,2021
6682,2,100,2,21,6,2021
6682,1,100,2,10,6,2021
6682,1,100,1,34,6,2021
6682,1,100,1,34,6,2021
6683,2,651,2,21,6,2021
6683,1,651,2,10,6,2021
6684,1,100,2,10,6,2021
6684,2,100,2,10,6,2021
6684,2,100,0,0,6,2021
6685,1,100,2,10,6,2021
6685,2,100,1,36,6,2021
6686,1,100,1,36,6,2021
6687,2,100,2,10,6,2021
6687,1,100,2,10,6,2021
6687,2,100,0,0,6,2021
6689,1,651,1,36,6,2021
6690,2,100,2,10,6,2021
6690,1,100,2,10,6,2021
6692,2,100,1,36,6,2021
6692,1,100,1,32,6,2021
6692,1,100,2,10,6,2021
6692,2,100,1,34,6,2021
6693,1,100,2,10,6,2021
6694,2,100,2,10,6,2021
6694,1,100,2,10,6,2021
6695,2,100,2,10,6,2021
6695,1,200,1,34,6,2021
6695,2,200,1,36,6,2021
6696,2,100,2,10,6,2021
6696,1,100,2,10,6,2021
6696,2,100,1,34,6,2021
6696,1,100,2,10,6,2021
6697,1,651,1,36,6,2021
6697,2,651,1,36,6,2021
6697,2,651,1,34,6,2021
6697,2,651,1,34,6,2021
6698,2,100,2,10,6,2021
6698,2,100,2,10,6,2021
6698,1,651,2,10,6,2021
6698,2,651,2,10,6,2021
6699,1,100,2,10,6,2021
6700,2,100,1,32,6,2021
6701,2,100,2,10,6,2021
6701,1,100,1,34,6,2021
6701,2,100,1,34,6,2021
6701,1,100,2,10,6,2021
6702,2,200,1,36,6,2021
6704,1,100,2,21,6,2021
6704,2,100,2,21,6,2021
6705,2,100,2,10,6,2021
6705,1,651,1,36,6,2021
6705,2,100,1,36,6,2021
6706,1,100,2,10,6,2021
6706,2,100,2,10,6,2021
6706,1,100,0,0,6,2021
6706,2,100,2,10,6,2021
6706,1,100,1,34,6,2021
6706,2,100,2,12,6,2021
6707,2,100,2,10,6,2021
6707,1,100,2,10,6,2021
6707,1,100,0,0,6,2021
6707,1,100,0,0,6,2021
6707,1,100,0,0,6,2021
6707,2,100,0,0,6,2021
6707,2,100,2,10,6,2021
6708,1,100,2,12,6,2021
6708,2,100,2,10,6,2021
6708,1,100,1,34,6,2021
6713,2,100,2,10,6,2021
6713,1,100,2,10,6,2021
6714,1,100,2,10,6,2021
6714,2,100,1,34,6,2021
6714,1,100,0,0,6,2021
6714,1,100,0,0,6,2021
6714,1,100,0,0,6,2021
6714,2,100,0,0,6,2021
6714,2,100,0,0,6,2021
6714,2,100,0,0,6,2021
6715,1,651,2,10,6,2021
6715,2,651,2,10,6,2021
6717,1,200,2,10,6,2021
6717,1,200,2,10,6,2021
6717,1,200,2,10,6,2021
6718,1,100,1,36,6,2021
6719,2,100,1,34,6,2021
6721,2,100,2,10,6,2021
6722,2,651,1,36,6,2021
6723,2,100,2,10,6,2021
6723,1,100,1,36,6,2021
6723,1,100,0,0,6,2021
6723,1,100,2,10,6,2021
6723,2,100,2,10,6,2021
6723,2,100,2,10,6,2021
6723,2,100,0,0,6,2021
6723,1,100,0,0,6,2021
6723,1,100,0,0,6,2021
6724,1,100,2,10,6,2021
6725,1,100,2,10,6,2021
6725,2,100,1,34,6,2021
6726,2,100,2,10,6,2021
6726,1,100,2,10,6,2021
6726,1,100,1,34,6,2021
6726,1,100,2,10,6,2021
6728,1,100,1,36,6,2021
6729,2,100,1,36,6,2021
6730,2,100,1,34,6,2021
6730,1,100,1,34,6,2021
6730,1,100,0,0,6,2021
6731,1,300,2,10,6,2021
6731,2,300,1,34,6,2021
6732,1,100,1,36,6,2021
6732,2,100,1,36,6,2021
6735,1,651,1,36,6,2021
6735,2,651,1,36,6,2021
6738,1,100,2,10,6,2021
6738,2,100,0,0,6,2021
6738,2,100,0,0,6,2021
6738,2,100,1,34,6,2021
6738,1,100,2,10,6,2021
6739,1,100,2,10,6,2021
6740,1,100,2,10,6,2021
6740,2,100,1,36,6,2021
6742,1,100,2,10,6,2021
6742,2,100,2,10,6,2021
6743,1,100,2,21,6,2021
6744,2,100,2,10,6,2021
6744,1,100,2,10,6,2021
6745,2,100,2,10,6,2021
6745,1,100,1,32,6,2021
6745,1,100,1,34,6,2021
6745,1,100,2,22,6,2021
6749,2,100,2,10,6,2021
6751,2,802,2,10,6,2021
6752,2,100,2,21,6,2021
6753,2,100,2,10,6,2021
6753,2,100,2,10,6,2021
6754,1,651,2,10,6,2021
6754,2,651,2,10,6,2021
6754,2,651,1,34,6,2021
6755,2,300,2,10,6,2021
6755,1,300,2,10,6,2021
6755,1,300,0,0,6,2021
6755,2,300,0,0,6,2021
6756,2,100,2,10,6,2021
6756,1,100,1,32,6,2021
6757,2,100,2,10,6,2021
6759,2,100,1,34,6,2021
6759,2,100,2,10,6,2021
6759,1,100,2,10,6,2021
6759,2,100,0,0,6,2021
6760,1,100,2,10,6,2021
6760,2,100,2,10,6,2021
6760,2,100,2,10,6,2021
6761,2,100,1,36,6,2021
6761,2,100,1,36,6,2021
6764,1,100,2,10,6,2021
6766,1,651,1,34,6,2021
6766,2,651,2,10,6,2021
6767,2,651,1,36,6,2021
6767,1,651,2,10,6,2021
6767,2,651,0,0,6,2021
6767,1,651,1,34,6,2021
6768,2,100,2,21,6,2021
